id,name,username,description,location,profile_image_url,url,verified,followers_count,following_count,tweet_count,listed_count
28796876,"Ana Maria Tribin, Ph.D.",atribinu,Public Policy Specialist @pnudlac. Former Government Commissioner for Gender Equality 🇨🇴.@Brown_economics PhD. Research:gender/dev/pol-econ. Views my own.,"Bogotá, D.C., Colombia",https://pbs.twimg.com/profile_images/1251667750067601410/BG_f_H1U_normal.jpg,,0,9705,2022,4777,48
14038942,Stephen Robert Morse💡🎬🌍,morsels,"I make films: #AmandaKnox (Netflix - Emmy nom), #BadHombres (Showtime), #InTheColdDarkNight (ABC, Hulu & Sky/NOWTV), #EuroTrump (Amazon), #ThePickupGame (Starz)","London, w/ a ❤️ in New York! ",https://pbs.twimg.com/profile_images/1304369478520786944/6-K1UARW_normal.jpg,https://t.co/vSqOj7xZkf,1,7916,1463,23859,173
605253355,Craig Pickering,craig100m,Olympian. Scaremonger. Looked after by @big_suze. Uber rating 4.81. All opinions my own.,"Gold Coast, Queensland",https://pbs.twimg.com/profile_images/2822167890/44848ff90491f77ca1378bfbf763e6cf_normal.jpeg,https://t.co/XfjVQoWDfw,1,9581,2098,8991,111
70499835,Navid 🧢🇺🇸,NYCNavid,"NY attorney. Life Motto: The Emperor has no body. Navid pronounced as Na'veed (נביד,نوید, 來福). Personal account, reflecting only my own views.","New York, USA",https://pbs.twimg.com/profile_images/1278868889837932544/nbide9QR_normal.jpg,https://t.co/J4KGzJe8Tu,0,43006,39682,253104,232
893301,Tom Steinberg,steiny,"Modern Grantmaking, Modern Government, Modern Nonprofits. Founded @mysociety. Board member of @ICIJorg. Bakes a mean scone.",Stroud,https://pbs.twimg.com/profile_images/788065684756566017/rIWJWDWQ_normal.jpg,https://t.co/3wQBpGb03y,0,6465,626,4698,317
1.00E+18,Gregory Rigano,RiganoESQ,Time is the longest distance between two places - TW,present,https://pbs.twimg.com/profile_images/1239785943864881153/fou1FuaB_normal.jpg,,0,17939,848,3673,144
1.06E+18,Toby Ord,tobyordoxford,"Senior Research Fellow @fhioxford.
My new book — The Precipice: Existential Risk and the Future of Humanity — is now out.","Oxford, England",https://pbs.twimg.com/profile_images/1235495700739379200/jtyKeQdP_normal.jpg,https://t.co/iGHAoi9OSb,0,5011,71,260,76
1.04E+18,Kyle 🚀🦈🪐🦖,KyleMorgenstein,"Robots, (ethical) AI, and Astrobiology. MS/PhD Student @UTAustin Prev. @NASAJPL, @MIT ‘20. he/him. RT ≠ PV/N (except for ideal gases).","KSC, Kerbin",https://pbs.twimg.com/profile_images/1322949512298680323/OvkNSx_v_normal.jpg,https://t.co/inhZ3WjyZR,0,6842,4619,10433,27
17639064,Paul Abramson MD,paulabramsonmd,"Paul Abramson MD is a private medical doctor at @mydoctorsf, COVID-19 tester, engineer, addiction specialist. Also UCSF faculty, makes house calls.",San Francisco,https://pbs.twimg.com/profile_images/2985901966/ebba7e9c38fbe0c679bb74e1e910ca4b_normal.jpeg,https://t.co/x07eKvW524,0,5264,1007,3537,263
3140391,Jason Crawford,jasoncrawford,Fighting for industrial literacy. I write about the history of technology at @rootsofprogress. Part-time tech consultant to @OurWorldInData. Former tech founder,"San Francisco, CA",https://pbs.twimg.com/profile_images/1227771761078362113/AaFoJ0VI_normal.jpg,https://t.co/kWkrNBsvQ5,0,13758,1865,17993,493
22073831,Anna Gát 🧭,TheAnnaGat,"Founder and CEO of @interintellect_ · immigrant, explorer, general enthusiast · she/her · https://t.co/XaZMpPbBOU · I am a part of all that I have met",Brussels (ex London on/off SF),https://pbs.twimg.com/profile_images/1214497799271862272/JssdzJG3_normal.jpg,https://t.co/T70QwLN5RR,0,16950,1895,71824,392
322242792,John Bird,johnbirdswords,Founder and Editor-in-Chief @BigIssue | Crossbencher @UKHouseofLords | Help us #supportBigIssue vendors through covid-19: https://t.co/lMpf4Zzcbz,Cambridge,https://pbs.twimg.com/profile_images/915212253615591424/vp2H7npV_normal.jpg,https://t.co/8BAx7itgY3,1,21673,15896,9449,251
142973143,Boyan Slat,BoyanSlat,"Studied aerospace engineering, becomes a cleaner. @TheOceanCleanup",,https://pbs.twimg.com/profile_images/885520168188866560/jl9vYCAP_normal.jpg,https://t.co/DPZZjbG58X,1,145778,98,2880,0
52160722,Nathaniel Popper,nathanielpopper,"technology reporter @nytimes; author of Digital Gold, a history of Bitcoin; nathaniel.popper@nytimes.com; dm me for signal or pgp","San Francisco, CA",https://pbs.twimg.com/profile_images/577849127297363969/Ng9VQeey_normal.jpeg,http://t.co/4GT600FpJc,1,43776,1087,3911,1527
14314709,Stian Westlake,stianwestlake,"CEO, Royal Statistical Society",London,https://pbs.twimg.com/profile_images/1318497800007634945/QqxeaDEI_normal.jpg,https://t.co/wYhCs42iDE,1,13556,1965,33663,430
14254499,Kevin Lacker,lacker,"Aspiring programmer-archaeologist. Formerly: Parse cofounder, Facebook eng manager, Google search quality engineer, college mathlete","Piedmont, California",https://pbs.twimg.com/profile_images/1142280346102222850/k_blhSWz_normal.jpg,https://t.co/nFVXRZYFdr,0,6108,801,10417,247
7.69E+17,Esteban Ortiz-Ospina,EOrtizOspina,"Senior Researcher @UniofOxford. Executive co-director of Global Change Data Lab, the non-profit that produces @OurWorldInData.",,https://pbs.twimg.com/profile_images/1253030730780852226/imv91TBQ_normal.jpg,https://t.co/ZIXp0FLDlk,0,8719,855,1753,218
8.74E+17,Elena Bunbury,elena_bunbury,23 / Politico / Unapologetically Northern / Egg Chaser 🏉 / Chair of @LGBTCons 🌈 / Doing bits @HATCHcomms,"Leeds, England",https://pbs.twimg.com/profile_images/1265277417645457408/NPK-NYZi_normal.jpg,https://t.co/GWkGqP1PZl,0,6784,2468,18912,14
215335757,Damian Counsell,DamCou,"Binfluencer. I build Websites, do bioinformatics, and sing soul. [Portrait photo by @PhotoJoanne . Header image by @ANNVYSHINSKY .]",Earth,https://pbs.twimg.com/profile_images/1346463250096021505/7KPu8eGb_normal.jpg,https://t.co/Im6vRoBp4o,0,11221,3011,80248,76
294710260,Liam Bright,lastpositivist,"Aspiring philosopher; tolerable human; ""amusing combination of sardonic detachment & literally all the feelings felt entirely unironically all at once"" [he/his]",,https://pbs.twimg.com/profile_images/1064478691068137473/NnNlroSU_normal.jpg,,0,29702,4648,168617,306
13029,Nick Denton,nicknotned,"Creator of personal publishing systems. Formerly FT. Established Lifehacker, Kotaku, Gizmodo etc (acquired) and Gawker (exploded). Next, a storymaking app.","New York, USA",https://pbs.twimg.com/profile_images/625710005245878273/Ddolvt79_normal.jpg,https://t.co/nmP9sOwnSN,1,34841,4525,5952,1399
2236826372,Event Driven,EventDrivenMgr,Personal journal. Not intended for third party consumption. Tweets may relate to undisclosed investment holdings and are not advice. Follow/read for sarcasm.,,https://pbs.twimg.com/profile_images/1270410933857329153/7UQP3o16_normal.jpg,,0,8623,9333,2264,253
41685441,gustavo maultasch,ggmaultasch,"Liberalismo para o bem-estar geral / Livres
Opiniões sempre pessoais.

https://t.co/7phnFwf1E5",,https://pbs.twimg.com/profile_images/581961162096402432/raYb1f8u_normal.jpg,,0,8801,2138,1761,47
6409802,Alexintosh | 🥧 PieDAO,Alexintosh,"Coordinator @PieDAO_DeFi 
Crypto anarchy & Wealth Creation $DOUGH.",I don’t even know anymore,https://pbs.twimg.com/profile_images/1225182358955069443/iDGzgOTY_normal.jpg,https://t.co/JxZzewmPkB,0,5060,4082,24712,187
1.14E+18,Kyle Davies,kyled116,"Co-founder of Three Arrows Capital, nothing I tweet is financial advice, all opinions are my own, assets mentioned may be owned by Three Arrows Capital",,https://pbs.twimg.com/profile_images/1140430023951654914/X_26kiJ9_normal.jpg,https://t.co/OdhhGXGXge,0,28439,1494,366,699
8.95E+17,James Damore,JamesADamore,Interested in open discussions and improving the world by fixing perverse incentive structures. Author of the pro-diversity #GoogleMemo.,"Austin, TX",https://pbs.twimg.com/profile_images/1050975584304525313/6aZ_xiII_normal.jpg,https://t.co/RHgbzEYsZo,1,123687,286,686,729
3283901,Andrew Chen,andrewchen,"a16z // Author, The Cold Start Problem (preorder!)",San Francisco,https://pbs.twimg.com/profile_images/1330249846889062403/MamxMMDE_normal.jpg,https://t.co/irtFJmbAJs,0,193721,9349,24533,6378
21306324,Packy McCormick,packyM,Writing Not Boring: https://t.co/poDB3n9vAQ,New York,https://pbs.twimg.com/profile_images/1297150872602980352/kIOpPOxa_normal.jpg,https://t.co/17Fvlkqrzm,0,22938,1499,11663,499
48943592,Brian Hastings,brianchastings,Poker pro. New #girldad! My better half is @SonyaNotSonya,"Fort Lauderdale, FL",https://pbs.twimg.com/profile_images/1080294540492324865/Kn139OFV_normal.jpg,,0,21065,770,32600,463
38853918,Max Silver,max_silver,"Gambler , founder of @SnapShove poker training app, husband of @LisaLimerick, dad.",Dublin,https://pbs.twimg.com/profile_images/881358576895262720/1gCeUMsv_normal.jpg,https://t.co/Xyn4nursKa,0,11634,1931,10047,172
260869834,Veronica Brill 2.2,Angry_Polak,"Igloo sword expert, analytics, hypewoman, nugget host, RN, timetraveler, nihilist, Othello champ, pie chart pro IG: angry_polakv discord: angry_polak#8614, BLM",Silicon Valley,https://pbs.twimg.com/profile_images/1352378232947892224/w1lOe4cO_normal.jpg,https://t.co/alRUxp3JUp,0,13158,4293,24383,106
96686781,Alec Torelli,AlecTorelli,"The Poker Player'. I tweet about poker, decision making, ideas, and marketing.
Work: Pro Poker Player, Coach, Author, Speaker, and founder of @ConsciousPoker.",,https://pbs.twimg.com/profile_images/693882601505964037/G2b7z6Ct_normal.jpg,https://t.co/yatno4WbO6,0,7015,97,12766,176
14367669,Kim-Mai Cutler,kimmaicutler,"Partner at @initialized. Previously @techcrunch. When life hands me lemons, I make tarte au citron.",San Francisco,https://pbs.twimg.com/profile_images/1245051383201427456/Y_76NwXC_normal.jpg,https://t.co/36LGCwDgsz,1,57020,18445,64930,2027
4828102055,Ray Hamill,FinerMargins,Football Analytics ⚽️📊 Data Scientist @KitmanLabs. Views my own.,"Dublin, Ireland",https://pbs.twimg.com/profile_images/1052204481369264129/YFnzYQmN_normal.jpg,,0,5441,1027,1738,134
4448503462,Berat Mutluhan Seferoğlu,bmutluseferoglu,"27. Bilkent Felsefe, Öncül Analitik Felsefe Dergisi, Felsefe Kanalı. Liberteryen ve ateist.

Günlük: @bmsgunluk
Dergi: @felsefeoncul
Podcast: @felsefekanali","Ankara, Türkiye",https://pbs.twimg.com/profile_images/1285303600164614144/C4tOxX6Q_normal.jpg,https://t.co/nWTHMl1l4q,0,7833,922,15006,17
112744382,Marketers Humor,MarketersHumor,Marketers Humor: Humor tailored for marketers. Powered by the all-in-one Twitter power tool @usescheduler,,https://pbs.twimg.com/profile_images/1169558154440581121/LE8qGHNn_normal.jpg,https://t.co/NIhM64R9PT,0,78350,45418,24930,369
929211084,Andrew Trask,iamtrask,"@OpenMinedOrg leader
@DeepMind senior research scientist
@UniofOxford phd student
@UN privacy task team
@Manning author
@Udacity instructor","Oxford, UK",https://pbs.twimg.com/profile_images/1317284822755180545/3gH4kSwC_normal.jpg,https://t.co/BFh4ZK1Pso,0,60223,744,6008,1137
21146043,John McTernan,johnmcternan,Senior Adviser @bcwldn. Strategist and commentator. Formerly Tony Blair's Political Secretary and Julia Gillard's Comms Director,"London, England",https://pbs.twimg.com/profile_images/867754877065338881/qf5CYwqG_normal.jpg,https://t.co/O134WJQpUg,0,31916,11541,196739,562
14135346,IPA,poverty_action,Discovering and promoting effective solutions to global poverty problems.,Global,https://pbs.twimg.com/profile_images/3608061133/5a0faf5543710b6b023c3fe4cc8e8cd0_normal.jpeg,http://t.co/8XDpHdl9RI,0,40891,1797,18898,1103
1.10E+18,Scott Huston,genuine_doubt,"Machine teacher, looking for my next opportunity.
Data science program @lambdaschool, previously @thepillclub.","Redwood City, CA",https://pbs.twimg.com/profile_images/1270568366038630400/IU43b0xk_normal.jpg,https://t.co/ZzQZ2jObIv,0,5453,5296,720,38
28369058,David Tareen,DavidTareen,David Tareen is responsible for AI at SAS.,"Raleigh, NC",https://pbs.twimg.com/profile_images/940618426384568322/PECB75BB_normal.jpg,https://t.co/JReCdEbd21,0,6203,6473,13319,55
15237935,Dr. Gunn,mrgunn,PhD biomed ➡️ @mendeley_com ➡️ Director of #scholcomm at @ElsevierConnect ➡️🆕🚀 Into #openscience #altmetrics & reproducibility. Looking for new projects!,San Francisco Bay Area,https://pbs.twimg.com/profile_images/1325476179797630976/tAbC5Sp0_normal.jpg,https://t.co/2UtcTlL5Sg,0,7457,739,35802,668
28041266,Matt Carter,ZodCarter,Emery. BadChristian Podcast. Labeled Podcast,Seattle USA,https://pbs.twimg.com/profile_images/1065030291494920192/W9Bj5Bbb_normal.jpg,https://t.co/Zu4fpNeDfq,0,7380,1856,3552,68
3166870696,Erin L. Thompson,artcrimeprof,"Art crime professor 🏺💣🗿🗝️ @CUNY. Forthcoming: Smashing Statues: The Rise and Fall of America's Public Monuments (@wwnorton). Queer, she/her.","John Jay College (CUNY), NYC",https://pbs.twimg.com/profile_images/1329466002460041217/QqNtNsfT_normal.jpg,https://t.co/WakQsP5vg9,0,16218,2738,9836,151
17881672,Simon de la Rouviere 🌇,simondlr,"Explorer of all stories, master of sunsets. Tweet blockchains, music, art, systems. Recent: Hope Runners of Gridlock (novel), TAIAOS + Neolastics (digital art)","Cape Town, South Africa",https://pbs.twimg.com/profile_images/1293111969176838144/KmLnYLY0_normal.jpg,https://t.co/fM3WeK4NBB,0,15393,5973,37802,779
14952147,📚 Emerson Spartz,EmersonSpartz,"#Bitcoin

► Curiosity Singularity 

► Antifragility 

► Searching for the #1 leverage point in history

► Founder: @Dose @OMGfacts @MuggleNet",Puerto Rico,https://pbs.twimg.com/profile_images/1343754882759630848/CZmfhHhQ_normal.jpg,https://t.co/uCwBgswDce,1,17738,1512,4376,588
27823036,David Schmitt,PsychoSchmitt,"Professor & Director, Centre for Culture & Evolution, Brunel University London. Tweets my own & are science communications not endorsements of views/findings",United Kingdom,https://pbs.twimg.com/profile_images/1231609775/Schmitt-2009-Face_normal.jpg,https://t.co/yDFe9DnLyS,0,8919,550,8932,171
1.08E+18,RealT,RealTPlatform,Grow a global real estate portfolio easily and affordably with #RealT. Get passive rental income directly to your Ethereum wallet. Check us out 👇,United States,https://pbs.twimg.com/profile_images/1085229410955870209/8UJvtIvS_normal.jpg,https://t.co/fwEJ49clXL,0,8120,798,1121,115
1.13E+18,Incognito,IncognitoChain,Incognito mode for your crypto.,,https://pbs.twimg.com/profile_images/1258342344820211713/qLuA-qr9_normal.png,https://t.co/P79KqHzVCs,0,5995,219,839,32
20508730,Mariano 🥂,Mariandipietra,Messista. Tech - Crypto - Finanzas Descentralizadas (DEFI) - Markets. I work at @MakerDAO. Tweets en Español e Ingles,"Argentina, Buenos Aires",https://pbs.twimg.com/profile_images/1352686759696609280/p8xRNqoB_normal.jpg,,0,6488,2298,11636,152
9321342,santi.eth,santisiri,hacktivist @DemocracyEarth. teacher @educationDAO. coder https://t.co/LvgSRMviiE. de culto.,🇦🇷🇺🇸🇪🇸🇪🇺,https://pbs.twimg.com/profile_images/1334498408309137410/y0d6oW24_normal.jpg,https://t.co/jOQYZ0Ujku,1,70911,6406,105439,1521
4235943227,Convos With Tyler,cowenconvos,@tylercowen engages today’s most underrated thinkers. Produced by @mercatus.,"Arlington, VA",https://pbs.twimg.com/profile_images/1007984822260719617/Erk6Qs7q_normal.jpg,https://t.co/wkX0zZKc07,0,6127,112,3555,153
342470910,Eva Beylin,evabeylin,director @graphprotocol 👩‍🚀 3d @egirl_capital 👹 @molochdao 🎨 painting,Seattle,https://pbs.twimg.com/profile_images/1324243635940986880/l7zvJRlX_normal.jpg,https://t.co/rNZEPW0qIS,0,8178,2650,7476,230
1646685096,ameen.eth,ameensol,"CEO at @SpankChain, Cofounder @reflexerfinance, Summoner of @MolochDAO, Blood Mage at @VENTURE_DAO, General Partner at @TheLAOOfficial, Heretic","Las Vegas, NV",https://pbs.twimg.com/profile_images/1356512006543527937/XYrOuWKd_normal.jpg,https://t.co/51mekTgdpl,0,13719,6927,15826,397
157406246,Nicolas Petit,CompetitionProf,"Prof @EuropeanUni Institute (Florence, IT). Raised lawyer, autodidact economist. Tech & US and EU antitrust. Radical centrist, often on high power, & optimist.","Florence, Toscane",https://pbs.twimg.com/profile_images/1262657222695362562/LiTPfVxG_normal.jpg,https://t.co/0YGZuBXbrc,0,6300,2158,8219,182
1.16E+18,DappCentre Official,DappCentre,DECENTRALIZED MARKETING! YT: https://t.co/W1WyWt2HuV TG: https://t.co/agKyQuHwNB FOR INQUIRIES: dappcentre@gmail.com,,https://pbs.twimg.com/profile_images/1331976675035320322/riGLPphq_normal.jpg,https://t.co/xwLwEJZQ28,0,11320,4997,2595,7
5854882,Tristan Harris,tristanharris,"@HumaneTech_ Co-founder.
Former Google Design Ethicist. 
Featured in Netflix documentary #TheSocialDilemma
Host “Your Undivided Attention” podcast",San Francisco,https://pbs.twimg.com/profile_images/1244049218676748288/zbHvLAjx_normal.jpg,https://t.co/AJVPUtwURA,1,170043,958,5347,2454
9621552,jimboot,jimboot,CEO StewArt Media https://t.co/rmMCx1vwd1 https://t.co/rN3NCW94Xs not active here since twitter started censorship. over at https://t.co/pB2WGy0BGG & telegram,Melbourne,https://pbs.twimg.com/profile_images/1353868541900935169/oNRqveW1_normal.jpg,https://t.co/SGjApFWjpM,1,8892,5290,25096,356
223671790,Kumar Garg,KumarAGarg,"8 yrs @WHOSTP44, and now working to advance science and tech through philanthropy, policy, and partnerships.","Washington, DC",https://pbs.twimg.com/profile_images/821412579704799232/jSUpSplY_normal.jpg,https://t.co/UTlvY3pO4M,0,43811,48173,24624,219
68034338,Toby morrell,TobyTobyJoyJoy,"I love hotdogs, like seriously I love them.","Franklin, TN",https://pbs.twimg.com/profile_images/1179345204773638144/dSDZdfXh_normal.jpg,,0,6117,884,1785,50
2426189960,Tom Inglesby,T_Inglesby,"Director of @JHSPH_CHS, working to protect people from epidemics & disasters. Inf diseases, pub health, research, policy","Baltimore, MD",https://pbs.twimg.com/profile_images/1273257263231315973/Dbz1wW_V_normal.jpg,https://t.co/jeD6nHny5O,1,104152,987,4614,3252
20132289,Martin Rosenbaum,rosenbaum6,"BBC journalist working mainly in politics & current affairs, radio documentary & podcast producer, specialist in using freedom of information & data.","London, UK",https://pbs.twimg.com/profile_images/1321105950628040707/oeZaFXUi_normal.jpg,http://t.co/wfbikUnO1J,0,5344,2309,7461,299
1.04E+18,Richard Hanania,RichardHanania,"President, @CSPICenterOrg. Research Fellow, Defense Priorities. Former @ColumbiaSIPA. Post pictures from books. https://t.co/O04PLgvyG7",,https://pbs.twimg.com/profile_images/1289668366408409088/iLYrk9nI_normal.jpg,,0,7763,788,11466,105
1045159140,Carlos A. Mendoza,camendoza72,Nacido en Centroamérica. Humanista secular. ¡Semilla de cambio! Investigador social. ADVERTENCIA: las opiniones aquí vertidas son de mi propia cosecha...,"Guatemala, Guatemala",https://pbs.twimg.com/profile_images/771117079151779840/1cRWjTKv_normal.jpg,https://t.co/d2hFrb9goL,0,7296,2256,18810,0
1398479138,Claire Lehmann,clairlemon,Founding Editor @Quillette. Contributor @Australian. Buy Quillette's first book 'Panics and Persecutions' at the link 👇,"Sydney, Australia",https://pbs.twimg.com/profile_images/1300663311164272640/8_PnwY-M_normal.jpg,https://t.co/8MOskVdd00,1,213233,4264,19080,2180
18046758,Anna Heim,abracarioca,"French polyglot, passionate about tech, startups, media, languages and learning. Ex: ScPo/TNW/Platzi/MonoLibre/Duolingo. Go @CovidWarriors!",Somewhere on the Internet,https://pbs.twimg.com/profile_images/927698484/abra2_normal.jpg,,0,6222,4229,30208,322
265122237,Kenny Torrella,kennytorrella,Deputy editor @voxdotcom covering factory farming and the future of meat.,"Washington, DC",https://pbs.twimg.com/profile_images/636620644373823489/SlKl3guf_normal.jpg,https://t.co/lLLS3jexoe,0,32353,1249,3954,451
1.12E+18,karl yang,chiefofstuffs,"@ca_covid, PM & ex-cos @xenditco. 

prev. @lendingclub, @vslpartners, @cal. 

building, improving humans, memes. tweets mostly not serious. DMs open",west coast,https://pbs.twimg.com/profile_images/1357220147216281601/ygm6wjSl_normal.jpg,https://t.co/sUR0QWitTF,0,6755,1467,2157,102
9.56E+17,"Charles A. Gardner, PhD",ChaunceyGardner,Proud father; philanthropoid; global health innovation and advocacy wonk. Tweets are my own. Saving lives and protecting human rights is the goal.,"New York, NY",https://pbs.twimg.com/profile_images/996919846725210112/jNj0MInc_normal.jpg,,0,5599,3254,42931,42
7975062,Andy Young,andyy,"Startup Swiss Army knife. Previously VP Growth @join_ef, Growth @Facebook, UK @Stripe, EIR @500startups, founder GroupSpaces. Mostly harmless.",andy@apexa.co.uk · London,https://pbs.twimg.com/profile_images/606495926476275712/osj3nN2K_normal.jpg,https://t.co/ZPRCITUD51,0,16892,1949,11883,865
766905846,Jay Graber,arcalinea,"decentralized social, crypto. built @happeningdotnet, helped launch Zcash",,https://pbs.twimg.com/profile_images/1356683268083437570/Hd2_HkSq_normal.jpg,https://t.co/o3fuCMTkEH,0,8851,1285,3977,319
