id,name,username,description,location,profile_image_url,url,verified,followers_count,following_count,tweet_count,listed_count
1.31E+18,The APIS,TheApis_io,"Indexing protocol for querying and write for open networks. Making APIs open and accessible to power a decentralized world.
#blockchain #infrastructure #web3",San Francisco Bay Area,https://pbs.twimg.com/profile_images/1324940147046014977/gn9nmToo_normal.jpg,https://t.co/9nBdbNwwwD,0,5658,119,58,3
1.27E+18,"DR. BOB LAXATIVE MSF, CFA",BobLaxative,"@pandilladeflujo — Too weird to live, too odd to die. “The Jeff Fisher of Trading”. limited exclusive edition. #BTC since ‘13. Full time crypto","Narita-shi, Chiba",https://pbs.twimg.com/profile_images/1356718347900121091/pjMpv0Vp_normal.jpg,https://t.co/xJXYSz6S8i,0,5446,589,2595,65
88534421,Giving What We Can,givingwhatwecan,"Giving What We Can is a community of effective givers. We inspire people to give more, and give more effectively.",Oxford,https://pbs.twimg.com/profile_images/1300219170395533312/RR02ufh8_normal.jpg,http://t.co/TEclear64D,0,8934,1391,3541,191
2744690864,Capitalise.ai,Capitalise_ai,"https://t.co/y8VwShKitT is a trading automation platform for all. Enabling traders with no programming knowledge to automate their trading plan, using everyday English",Israel,https://pbs.twimg.com/profile_images/1331133931501084673/OCFM59pE_normal.png,https://t.co/UTj7XV79HR,0,6148,791,941,28
2916182693,cryptoIaurianna,cryptoIaurianna,"#PRIVACY first, generational #NFT ARTIST, gamer, timechain maxi, side gig: tinyhome-crypto-tech-retreat",🏕,https://pbs.twimg.com/profile_images/1351643054525054976/DtuN2Qh4_normal.jpg,,0,23986,5533,17019,108
1919484379,Zed(GodKiSaiyan),GodKiSaiyan,"🦈Crypto Hunter • Investor • Price Action Trader • Entrepreneur🦈
🐉 Mastering UltraInstinct Trading in FX/Commodities & Crypto #Bitcoin #Ethereum  🐉",Marshall Islands,https://pbs.twimg.com/profile_images/1358748465199677440/F02jrtQM_normal.jpg,,0,5518,312,4582,15
21484919,Molls,theartistcoach,"Mental Health Coach, Author & Artist.A Lover of Crypto & teacher of The Three Principles.A free word prostitute.A word smithstitute.A Lady of the Noun. #bitcoin","Quarantine, somewhere",https://pbs.twimg.com/profile_images/1357805879022747650/Mcz9AQIp_normal.jpg,,0,8876,1247,42186,106
1.06E+18,Publish0x,publish0x,"A Crypto-Powered answer to Medium. Earn Crypto for Publishing, Reading & Sharing Good Content.

Publish0x is crypto agnostic - we don't take sides.",Telegram: t.me/publish0x,https://pbs.twimg.com/profile_images/1341787723561103365/2kMHaUc4_normal.png,https://t.co/rSUewzhxnm,0,7755,731,1334,70
19748227,Taylor Monahan,tayvano_,Founder & CEO of @MyCrypto,"Los Angeles, CA",https://pbs.twimg.com/profile_images/1210051930820464640/ok_4iEKT_normal.jpg,https://t.co/wpGiTuGKS2,1,25452,5343,15769,700
2379768630,ϻ 🔺 𝔤 𝔲 𝔯 𝔞 [ꜩ],MagUraCrypto,#bitcoin #crypto enthusiast since 2013 (trader/investor) #tezos $XTZ,,https://pbs.twimg.com/profile_images/1268884066792865793/Yf0V5gbj_normal.jpg,,0,54148,814,30098,1126
2689516788,🅼🅰🆂🆃🅴🆁🅲🅷🅰🅽🅶🆉,MasterChangz,We are all going to make it.,"Zürich, Switzerland.",https://pbs.twimg.com/profile_images/1357219518775324673/DS4dJahA_normal.jpg,,0,10292,2271,9282,212
9.69E+17,María Paula,MPtherealMVP,Advisor to the BoD at @golemproject /// MD @ethberlin. my twitter is not a representation of my career - check website,,https://pbs.twimg.com/profile_images/1356298428838457345/7zJC_l99_normal.jpg,https://t.co/s7MImv6idI,0,6271,1451,28035,134
8.63E+17,Crypto฿ac🏴‍☠️ (im in for eat🚀),CryptoBac,"฿itcoin 🚀#btc overleveraged life 100x

https://t.co/PIP9T8z4pI

eater, thinker, visionaire, luminary, overfuture markets developer",crypto,https://pbs.twimg.com/profile_images/1358696577725063173/Eg2sXgaw_normal.jpg,https://t.co/PIP9T8z4pI,0,7173,7160,33212,51
7.55E+17,Emptybeerbottle,Fullbeerbottle,I spend an unhealthy amount of time on crypto twitter. Terrible jokes. 50% of tweets are sarcastic. #bitcoin #ethereum #altcoins,Best crypto exchange:,https://pbs.twimg.com/profile_images/1346861909144965123/dMBhYxIk_normal.jpg,https://t.co/z9yMtCNnDA,0,35049,451,32072,577
9.74E+17,Coin98 Wallet,coin98_wallet,"Non-Custodial Crypto Wallet & Payment Gateway. 
Powered by @coin98_finance",Vietnam,https://pbs.twimg.com/profile_images/1343409466352361472/ZwJL12yx_normal.jpg,https://t.co/uvXtz2DxFT,0,8356,318,630,32
338971880,Alp Işık,AlppIsik,Bilgisayar Müh. | FinTech Master @Bahcesehir | Coordinator @BCISTCenter | Youtuber | #Bitcoin Trader (2013) | Telegram Kanalım: https://t.co/Z4f3boagvE,,https://pbs.twimg.com/profile_images/1094585699410554886/obeuu1jL_normal.jpg,https://t.co/KIKJdBQJKU,0,64196,1516,15845,703
412587524,Messari,MessariCrypto,"Providing the top research, news, metrics and live data for crypto.

Daily Crypto Briefs for 45,000 Professionals: https://t.co/W6BKSTO05Z","New York, NY",https://pbs.twimg.com/profile_images/1085325338685640704/TNls9ggU_normal.jpg,https://t.co/xfSDwGx81i,0,77790,177,11049,1537
14744734,Ben Davenport,bendavenport,"Co-founder @ BitGo, Beluga. Venture Partner @ Blockchain Capital. Angel investor.",Silicon Valley,https://pbs.twimg.com/profile_images/430759138956546048/97cXVFth_normal.jpeg,,0,22581,3186,1134,840
8.45E+17,Whale,elwhale,I‘ve never lost a bet or trade in my life.,On a beach somewhere,https://pbs.twimg.com/profile_images/1288516606696415234/TdFmUMrf_normal.jpg,https://t.co/noVTX22R8m,0,29963,1233,1547,552
611151405,Jonny Moe,JonnyMoeTrades,"Trader. Tweets mostly crypto, mostly charts, NOT financial advice. Seen in @Forbes @CoinDesk @Barstoolsports",,https://pbs.twimg.com/profile_images/984152978180288512/cDuPB2hX_normal.jpg,,0,18497,593,12295,584
1.00E+18,Klever,klever_io,"Smart blockchain wallet - Download #Klever App for iOS & Android at https://t.co/d1frPyzsKR Buy crypto, swap, stake, hold, send, receive, charge, browse dapps & more!",World,https://pbs.twimg.com/profile_images/1297996269999333383/hIonpevN_normal.jpg,https://t.co/ONmYjNNALb,0,112714,4356,6235,137
2156102767,Brad Laurie,Brad_Laurie,My Crypto Youtube link: https://t.co/qZjf89OHLV I teach to learn and learn to teach. Cryptocurrency educator.,Australia,https://pbs.twimg.com/profile_images/378800000648592617/002162b8c96a9b0fdafb491a42014f38_normal.jpeg,,0,40820,10832,20761,411
8.77E+17,KXKX ₿ #Bitcoin #BTC,KXKXCOIN,"#HODL in long-term, and trade derivatives/futures in short-term. The only one I can confidently recommend is #bitcoin. Basically, everything else is like a scam",₿,https://pbs.twimg.com/profile_images/1274441108093677570/FHy98jAX_normal.jpg,https://t.co/Y8FHtH8Zhs,0,21624,5620,67552,378
14206218,Matthew Graham,mattysino,"CEO, Sino Global Capital. Managing General Partner, Liquid Value. Digital Assets, China, Blockchain. I will eat your Hot Pot.","Beijing, China",https://pbs.twimg.com/profile_images/1324365531915317249/3zWEftsd_normal.jpg,https://t.co/QkDyK7KCFL,0,17991,14557,57753,412
8.98E+17,Pumpenomics,Pumpenomics,"Trader-investor, Chief Mathematics Officer - @OrdosFX",Server Rack,https://pbs.twimg.com/profile_images/1262016751392501763/rbHpMuAa_normal.jpg,,0,7047,2009,4534,129
1.13E+18,Future Fund,FUTURE_FUND_,We invest in the ones that change the world. $SUSHI #BITCOIN,,https://pbs.twimg.com/profile_images/1326389730322341889/WJ0xxa1B_normal.jpg,https://t.co/DCNCL4s6hM,0,8649,515,2960,218
9.75E+17,CryptoElliott 🍀,crypto618,"#bitcoin 
• Certified Elliott Wave Analyst CEWA           
👇 Referral links below👇",,https://pbs.twimg.com/profile_images/1147547382189613056/GaCMVp0V_normal.jpg,https://t.co/WqtgWMCwmc,0,6880,465,5065,109
2229823673,psygambler ₿,sajklan,"#bitcoin user since 2011, trader, gambler, father, @thebirbnest member #dyor #akc #legalisera NO WAY I'm financial advice,",The Moon,https://pbs.twimg.com/profile_images/1145968363912552448/KD7KCmLP_normal.png,https://t.co/b8qO2nhEv7,0,6826,1072,7657,89
421462364,McKie/ 𓂀🔥,Steven_McKie,"Let me tell you a story about how crypto changed the world. Lvl. 99 GP/CEO @Amentum,🎙/📝 @BlockChannel,🌐/⛏@HNSOSS. Handshake OG 🤝","Mission-San Francisco, CA ",https://pbs.twimg.com/profile_images/1349694937038655488/xAS56cW__normal.jpg,https://t.co/yiiZE2YD3x,0,15087,3643,88142,797
1606772113,Stackin' ฿its,StackinBits,Real life Pirate,"Beach, Earth, Milky Way Galaxy",https://pbs.twimg.com/profile_images/952407153456775169/EVl6Uugi_normal.jpg,,0,15597,1184,25625,301
8.76E+17,TokenBot,TokenBot,Trade Crypto with the Experts. Follow and Copy trades using TokenBot on Telegram: https://t.co/OlNyUm2HFU   #bitcoin,"Santa Monica, CA",https://pbs.twimg.com/profile_images/1219491004723523585/PNGwCas7_normal.jpg,https://t.co/DQBUUOuEju,0,14524,7537,1052,68
1.06E+18,exitscammed (Saint Floyd of BTC),exitscammed,"Price Action Trader - Charts, set-ups, wins and losses will be posted here. Not financial advice.",,https://pbs.twimg.com/profile_images/1333646472634503173/ZcWcOTih_normal.jpg,,0,10318,526,9045,165
2380465687,Documentary #CryptopiaFilm on #PrimeVideo & Vimeo,CryptopiaFilm,Banking and #Bitcoin #Documentary (End of Money 2015) and new #Blockchain Film. Many Int'l awards & IMDb 8.0. Beginner course on Udemy. Stacking Sats.,AUS/USA/JP/CAN/GER/UK/HK/CH,https://pbs.twimg.com/profile_images/1255575001614475266/E9AlyZiN_normal.jpg,https://t.co/D29cMPZU8s,0,6106,4996,6251,192
1.14E+18,CryptoQuant.com,cryptoquant_com,"Actionable on-chain data, charts, alerts for investors in $BTC, $ETH, #Stablecoins | Insights: https://t.co/itmQ1lHQig | Alerts: https://t.co/ejlyBuM5GA",Seoul | South Korea,https://pbs.twimg.com/profile_images/1352602199159828481/Px8NWU9M_normal.jpg,https://t.co/zlqcixnzHl,0,40170,407,484,683
1566114613,SalsaTekila,SalsaTekila,"TWEETS ARE OPINIONS. Always receptive to constructive criticism.


Full time paper trading",,https://pbs.twimg.com/profile_images/1338537711569956864/3ZaYO7b5_normal.png,https://t.co/Pe8JrDLDVF,0,69658,617,244,1451
8.94E+17,"Kevin Kelly, CFA",Kevin_Kelly_II,"Co-Founder & Head of Global Macro @Delphi_Digital. Came for the tech, stayed for the memes. Opinions my own. Tweets are not investment advice.","Manhattan, NY",https://pbs.twimg.com/profile_images/1060527785444290560/Fuz1VaG9_normal.jpg,https://t.co/hkUoL5dXUF,0,5401,2521,2440,165
8.99E+17,Catherine Coley,cryptocoley,CEO @BinanceUS 🔶🔶🔶🇺🇸 Building fair access to crypto markets for all Americans. Motto is #EducateDontIntimidate. Loves 🏀 & #Bitcoin,Download our NEW App 📲,https://pbs.twimg.com/profile_images/1346082698675310593/2LMDghlY_normal.jpg,https://t.co/hTqu4BqaUi,0,37748,3732,4468,445
9.16E+17,Nomics Crypto,NomicsFinance,Transparent crypto price & data aggregator. The non-sketchy alternative to *you know who.* Transparent volume statistics for nearly every asset & exchange. #BLM,Minneapolis and Boston,https://pbs.twimg.com/profile_images/1319028943698169869/BG3DbuI4_normal.jpg,https://t.co/dlOd9jGo6k,0,13841,7758,2844,277
53836928,Tarun Chitra,tarunchitra,ヽ(⌐■_■)ノ♪♬ @ @GauntletNetwork // Past: ¯\_(ツ)_/¯ @ HFT/@DEShawGroup [Research]/@cornell // I founded https://t.co/wvrwLN8Aki // Pr[₿ is numéraire at time t→∞] = 1,"Brooklyn, NY",https://pbs.twimg.com/profile_images/1245265419650424832/I3tRrcvV_normal.jpg,https://t.co/6XkZiHRuzK,0,9150,1268,7426,269
8.66E+17,Biht Coign,abztrdr,"Sacked from [Retracted] Capital 📊 Don't take all tweets too seriously, most are crap, good ones are genuine. Feel free to reach out. 🐦 🏴󠁧󠁢󠁳󠁣󠁴󠁿",127.0.0.1,https://pbs.twimg.com/profile_images/1147170045895892993/jYBALy3c_normal.jpg,,0,5879,1429,14209,86
1357451976,Arthur,Arthur_0x,"DeFi Investor. I invest in DeFi eating TradFi. Fundamental research & active participation 

Investing at @DeFianceCapital

Tweets are not financial advice.",Avalon,https://pbs.twimg.com/profile_images/1325714627838140416/gYh7bKwV_normal.jpg,https://t.co/X0QorvDWMR,0,32160,1011,6790,911
9.52E+17,Monkey Rothschild,MonkeyCharts,Fella. I try to take this account seriously but fail often. Nothing is financial advice. Spectator of speculators. Pronouns: King/Champ,"Seychelles, with the degens",https://pbs.twimg.com/profile_images/1354204494763073539/wW0yYrop_normal.jpg,,0,6450,709,18025,106
48966745,BTC 💰's,SatoshiiHeavy,#Bitcoin || @ElevateTrading earn #BTC w me || @Bybit_Official trade where the pros do ➡ https://t.co/ZkBh1Z9c1F,Garden Of Ether,https://pbs.twimg.com/profile_images/1355324664910766081/33QOMdnE_normal.jpg,https://t.co/i7vNT3I9dQ,0,26527,530,108478,482
9.96E+17,Loma,LomahCrypto,Semi-Discretionary Trader | @TheHavenCrypto,Valhalla,https://pbs.twimg.com/profile_images/1358914701078499332/xljY0gih_normal.jpg,https://t.co/pzuInddlPs,0,91269,807,20137,1895
509690453,ChimpZoo,ThinkingBitmex,"https://t.co/rh7jnIEtZF
https://t.co/ZM6EDmRMij",,https://pbs.twimg.com/profile_images/1328624080061251584/jJ9vaP8U_normal.jpg,https://t.co/ZM6EDmRMij,0,17111,602,3507,361
763798,gelenbe,gelenbe,,,https://pbs.twimg.com/profile_images/919300907770183681/aOPOlgtx_normal.jpg,,0,6613,3345,1027,256
2809989583,Gabor Gurbacs,gaborgurbacs,"fine print reader, discrete mathematician, former archeology CEO, digital asset strategist/director at VanEck/MVIS (opinions, likes, Rts are my own)",,https://pbs.twimg.com/profile_images/1358747107872636928/bc-Ut6fp_normal.jpg,,0,27760,6631,14832,471
1288294758,U.N.C.L.E B.O.B,unclebobcrypto,YOUTUBE: https://t.co/17gVFGcFzl GEM CALLS: ➡️ TG: https://t.co/6Cy9nXBdC3,"City of London, London",https://pbs.twimg.com/profile_images/1357713835826765827/nNTOV1W0_normal.jpg,,0,20862,1776,10356,50
9.45E+17,Hsaka,HsakaTrades,"•  I trade BTC, I drink your milkshake  •",,https://pbs.twimg.com/profile_images/1353749021437751297/zjXXRqbE_normal.jpg,https://t.co/3caVhu95DX,0,94826,993,9424,2193
384144651,cuban,cubantobacco,Full-Time Crypto Prop Trader ● 24/7 Degenerate ● @pandilladeflujo,,https://pbs.twimg.com/profile_images/1245594184641200129/DKXF-qVN_normal.jpg,,0,30098,1350,5475,678
18370911,Rob Levy,robbylevy,former options market maker. co-founder & president @RealHxro. Hxro services are prohibited in the U.S. and other restricted jurisdictions.,Chicago,https://pbs.twimg.com/profile_images/1127434364848099329/rPGs3SGu_normal.jpg,https://t.co/fyNLqganHk,0,8494,5124,7955,176
60927799,Seer,crypto_seer,"Technical Analysis + Thoughts on Mindset. Yogi, Educator.  @SubvertoXbt is my alt account
Free Discord: https://t.co/l8Idxijb6c",,https://pbs.twimg.com/profile_images/880840029097963520/ymurtDOb_normal.jpg,,0,7064,828,3896,188
9.09E+17,A332 Mex,A332Mex,,"Sydney, New South Wales",https://pbs.twimg.com/profile_images/1226986179708407808/f2sg0BpH_normal.jpg,,0,7898,631,1707,0
